강좌명,강좌내용,교육대상구분,교육방법구분,교육장도로명주소,운영기관명,강좌난이도,홈페이지주소
[학습공간발굴사업] 4차 산업 시대 AI 활용 및 디지털 콘텐츠 제작 종합 과정,[학습공간발굴사업] 4차 산업 시대 AI 활용 및 디지털 콘텐츠 제작 종합 과정 강좌,청년/직장인+성인+어르신,혼합,대구광역시 북구 검단로 50,심리상담센터 당신을듣다,중급,
[국비/전액정부지원] 생성형 AI 활용 콘텐츠 제작 및 온라인마케팅,[국비/전액정부지원] 생성형 AI 활용 콘텐츠 제작 및 온라인마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
[국비] Chat GPT 활용 수익형 블로그 마케팅,[국비] Chat GPT 활용 수익형 블로그 마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
학습공간 태전점-직장인을 위한 챗 GPT와 AI도구 활용법,학습공간 태전점-직장인을 위한 챗 GPT와 AI도구 활용법 강좌,청년/직장인+성인+어르신+장애인,혼합,대구광역시 북구 구암로16길 7,꿈꾸는문화예술도서관,중급,
[국비] Chat GPT 활용 수익형 블로그 마케팅,[국비] Chat GPT 활용 수익형 블로그 마케팅 ,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
[행복대학] 생성형 인공지능 이야기(ChatGPT 중심),[행복대학] 생성형 인공지능 이야기(ChatGPT 중심) 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
생성형 AI 활용 능력 자격 과정,생성형 AI 활용 능력 자격 과정  강좌,청년/직장인+성인+어르신,혼합,대구광역시 달서구 달서대로 675,계명문화대학교부설평생교육원,중급,
[행복대학_대구광역시과학대학교] 누구나 쉽게 배우는 AI & 디지털 콘텐츠 제작,[행복대학_대구광역시과학대학교] 누구나 쉽게 배우는 AI & 디지털 콘텐츠 제작 강좌,유아+초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
[기획강의] 알고보니 별거 없네 챗GPT 첫걸음 실전 클래스,[기획강의] 알고보니 별거 없네 챗GPT 첫걸음 실전 클래스 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
[국비] Chat GPT 활용 수익형 블로그 마케팅,[국비] Chat GPT 활용 수익형 블로그 마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
"빅데이터분석기사 완전정복 (실기) Part.2 Scikit-learn 패키지, 각종 내장 데이터 셋 머신러닝, 데이터 전처리, 인코딩 실습","[2025온라인클래스] 빅데이터분석기사 완전정복 (실기) Part.2 Scikit-learn 패키지, 각종 내장 데이터 셋 머신러닝, 데이터 전처리, 인코딩 실습 강좌",청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,고급,
AI는 내 친구,AI는 내 친구 강좌,청소년+청년/직장인+성인+어르신+장애인+외국인,혼합,대구광역시 달서구 문화회관길 165,달구벌시낭송협회,초급,
"우리 지역 미술관, AI와 함께 그리다","우리 지역 미술관, AI와 함께 그리다 강좌",청년/직장인+성인+어르신,혼합,대구광역시 달서구 선원로37북길 22-11,이음아카데미아협동조합,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.7 문서 작성을 돕는 노션(Notion),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.7 문서 작성을 돕는 노션(Notion) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.8 마케팅 업무에 활용할 수 있는 글쓰기 도구 재스퍼(Jasper),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.8 마케팅 업무에 활용할 수 있는 글쓰기 도구 재스퍼(Jasper) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.9 무료 생성 이미지를 쉽게 만들어 주는 플레이그라운드(Playground),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.9 무료 생성 이미지를 쉽게 만들어 주는 플레이그라운드(Playground) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
AI 퍼스트 시대에 필요한 질문 전략,[2025온라인클래스] AI 퍼스트 시대에 필요한 질문 전략 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
GPTs로 생산성 10배 높이기,[2025온라인클래스] GPTs로 생산성 10배 높이기 강좌,청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 음원에서 (음악과 음성분리 등) 초간편 MR을 만들어 주는 보컬리무버(VocalRemover) 배우기,[2025온라인클래스] 인공지능(AI) - 음원에서 (음악과 음성분리 등) 초간편 MR을 만들어 주는 보컬리무버(VocalRemover) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
"인공지능(AI) - 음향효과, 목소리 변경, 나레이터 등 오디오 생성을 도와주는 오디오박스(Audiobox) 배우기","[2025온라인클래스] 인공지능(AI) - 음향효과, 목소리 변경, 나레이터 등 오디오 생성을 도와주는 오디오박스(Audiobox) 배우기 강좌",초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 이미지를 비디오(영상)로 만들어 주는 피카랩스(PikaLabs) 배우기,[2025온라인클래스] 인공지능(AI) - 이미지를 비디오(영상)로 만들어 주는 피카랩스(PikaLabs) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 인공지능으로 음악(작곡)을 만들어 주는 사운드로우(Soundraw ai) 배우기,[2025온라인클래스] 인공지능(AI) - 인공지능으로 음악(작곡)을 만들어 주는 사운드로우(Soundraw ai) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 전 세계 모든 오픈소스 인공지능 모델이 모이는 플랫폼 허깅페이스(Huggingface) 배우기,[2025온라인클래스] 인공지능(AI) - 전 세계 모든 오픈소스 인공지능 모델이 모이는 플랫폼 허깅페이스(Huggingface) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
인공지능(AI) - 텍스트 기반 인공지능 챗봇 퍼플렉시티(Perplexity) 배우기,[2025온라인클래스] 인공지능(AI) - 텍스트 기반 인공지능 챗봇 퍼플렉시티(Perplexity) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 텍스트로 이미지를 생성해 주는 Midjourney(미드저니) 배우기,[2025온라인클래스] 인공지능(AI) - 텍스트로 이미지를 생성해 주는 Midjourney(미드저니) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 텍스트를 이미지로 만들어 주는 스테이블 디퓨전(Stable Diffusion) 배우기,[2025온라인클래스] 인공지능(AI) - 텍스트를 이미지로 만들어 주는 스테이블 디퓨전(Stable Diffusion) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - PPT를 쉽게 만들어주는 Gamma(감마) 배우기,[2025온라인클래스] 인공지능(AI) - PPT를 쉽게 만들어주는 Gamma(감마) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
"직장인이 꼭 알아야할 AI 툴 10가지 Part.1 창업, 노무 등 다양한 분야의 법률 자문 - 애스크업(AskUp)","[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.1 창업, 노무 등 다양한 분야의 법률 자문 - 애스크업(AskUp) 강좌",초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.10 마케팅 업무에 활용할 수 있는 글쓰기 도구 뤼튼(Wrtn) 에디터 (完),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.10 마케팅 업무에 활용할 수 있는 글쓰기 도구 뤼튼(Wrtn) 에디터 (完) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.2 서류 작업을 도와주는 365 코파일럿(Copilot),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.2 서류 작업을 도와주는 365 코파일럿(Copilot) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.3 텍스트에 맞는 이미지로 만들어주는 도구 캔바(Canva),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.3 텍스트에 맞는 이미지로 만들어주는 도구 캔바(Canva) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.4 프리젠테이션(PPT) 제작 도구 감마(Gamma),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.4 프리젠테이션(PPT) 제작 도구 감마(Gamma) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.5 이미지와 텍스트 아트를 만들어주는 파이어플라이(Firefly),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.5 이미지와 텍스트 아트를 만들어주는 파이어플라이(Firefly) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
직장인이 꼭 알아야할 AI 툴 10가지 Part.6 유튜브 영상을 요약해 주는 도구 릴리스(Lilys),[2025온라인클래스] 직장인이 꼭 알아야할 AI 툴 10가지 Part.6 유튜브 영상을 요약해 주는 도구 릴리스(Lilys) 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
모든 것을 답해주는 ChatGPT(챗GPT) 배우기,[2025온라인클래스] 모든 것을 답해주는 ChatGPT(챗GPT) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 3D 이미지(캐릭터) 및 영상을 만들어 주는 lumalabs(루마랩스) 배우기,[2025온라인클래스] 인공지능(AI) - 3D 이미지(캐릭터) 및 영상을 만들어 주는 lumalabs(루마랩스) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
